abstract,label
"Zn-air batteries, which are cost-effective and have high energy density, are promising energy storage devices for renewable energy and power sources for electric transportation. Nevertheless, limited charge and discharge cycles and low round-trip efficiency have long been barriers preventing the large-scale deployment of Zn-air batteries in the marketplace. Technology advancements for each battery component and the whole battery/cell assembly are being pursued, with some key milestones reached during the past 20 years. As an example, commercial Zn-air battery products with long lifetimes and high energy efficiencies are being considered for grid-scale energy storage and for automotive markets. In this review, we present our perspectives on improvements in Zn-air battery technology through the exploration and utilization of different electrolyte systems. Recent studies ranging from aqueous electrolytes to nonaqueous electrolytes, including solid polymer electrolytes and ionic liquids, as well as hybrid electrolyte systems adopted in Zn-air batteries have been evaluated. Understanding the benefits and drawbacks of each electrolyte, as well as the fundamental electrochemistry of Zn and air electrodes in different electrolytes, are the focus of this paper. Further consideration is given to detailed Zn-air battery configurations that have been studied and applied in commercial or nearing commercial products, with the purpose of exposing state-of-the-art technology innovations and providing insights into future advancements.",battery
"Smart home systems are designed as platforms for connecting sensors, home appliances, and devices to exchange data and, ultimately, to provide useful services to home residents. However, such systems are vulnerable to Cybersecurity attacks that can affect the reliability and integrity of the delivered services. Sensors, planted at smart homes or equipped with smart appliances, are highly exposed to identity theft. Intruders can recognize through the understanding of the exchanged data, their locations, or knowing their associated services. Such information might make the home resident vulnerable to life attacks. Therefore, protecting sensors identities in smart home systems is of high interest in this domain. This paper introduces a novel technique that protects sensors?? identity from being recognized through cordless communication environments. Our proposed approach utilizes a three-phase technique that controls a synchronized queue among connected sensors and keeps their identity hidden from outsiders. The proposed approach preserves the linearity of time that is required to manage the protection of the home network. To validate the performance of our proposed approach, we conducted experiments on four different smart homes datasets. Furthermore, we performed a sensitivity analysis to measure how our proposed approach is affected by different environmental variables. The results indicated that the proposed approach provides a significant performance in protecting sensors identities in smart home area networks. Furthermore, during the sensitivity analysis, we found that our proposed technique??s performance is highly affected by the threshold value that defines each sensor??s time interval.
",non-battery
"Due to its weight and toxicity, Pb is usually not considered as possible anode for Li- and Na-ion (NIBs) batteries. Nevertheless the toxicity is related to specific applications and its recycling is more than 99% which is one of the highest recycling rates on the planet where no other power source is utilized in more applications with such sustainability. For this reason, we have investigated micrometric lead particles as electrode for NIBs in an ether-based electrolyte (1 M NaPF6 in diglyme). The cyclability, coulombic efficiency and rate capability of lead were unexpected. A high loaded lead electrode with 98%wt of Pb and only 1% of carbon additive showed i) a capacity retention of 464 mA h/g after 50 cycles with only 1.5% of capacity loss, which represents a high volumetric capacity of 5289 mA h/cm3 due to the high density of Pb and ii) a very interesting capacity retention even at high current rate (1950 mA/g). In situ XRD study confirmed a sodiation??desodiation process in four steps. Preliminary tests in Pb//Na3V2(PO4)2F3 full cells showed promising results demonstrating that Pb could be a practical candidate for future high energy density Na-ion batteries with an efficient sodiated or non sodiated positive electrode.",battery
"This paper first derives a model to describe a class of Na??metal??halide secondary batteries, using molten sodium as the anode, NASICON as the sodium-ion-conducting separator, and copper-iodide chemistry in an aqueous electrolyte for the cathode. The model is based upon solving transient conservation equations using a Nernst??Planck??Poisson (NPP) formulation. The broad objective is to develop a predictive model that can assist the design and development of large-scale grid-storage batteries. However, the model-predicted results and discussion are focused on a laboratory-scale battery. Several examples are discussed, considering the effects of current density and catholyte molar concentrations on battery performance.",battery
"The role of catalysts in vanadium flow batteries (VFBs) has been studied by introducing bismuth (Bi) nanoparticles on carbon felt (CF) and graphite felt (GF). The electrocatalytic activity and VFBs performance of CF and GF before and after modification with Bi nanoparticles are investigated by cyclic voltammetry (CV), electrochemical impedance spectroscopy (EIS) and VFB single cell charge??discharge test. The results show that CF exhibits the much higher electrocatalytic activity than GF, due to its higher amount of C??OH and quaternary nitrogen groups and more defect sites. Bi nanoparticles can effectively improve the electrocatalytic activity of CF and GF, especially GF, towards V2+/V3+ redox couple in VFBs. As a result, energy efficiency of a VFB with GF electrodes can be improved significantly by modification with Bi due to the dramatically reduced electrochemical polarization. However, the energy efficiency of a VFB with CF electrodes rarely changes after introduction of Bi nanoparticles, due to the fact that dominant limitation in a VFB with CF electrodes is ohmic polarization, and the reduced charge transfer resistance is not enough to improve the performance of this VFB remarkably. Therefore, CF is a more suitable electrode material for commercialized VFBs due to its higher electrocatalytic activity and lower cost.",battery
"The paper defines the methods for maintenance of maximum density (Nmax) in respect of the freshwater crayfish (Astacus leptodactylus) fingerlings (larvae/juveniles), a prospective model organism for aquaculture. The question of optimal maintenance of the fingerlings has been addressed in the present study, considering the following parameters: (1) the ratio between the total area on which the fingerlings are being grown, and the area occupied by one individual, and (2) the planting density dependence on the specific growth rate of differently aged individuals (Cw). Analysis of our results shows that the Nmax values decrease significantly with the growth of individuals (4167, 2222 and 617??ind.??m???2 for 30, 65 and 120??days old fingerlings, respectively). The values of Cw for individuals at the age of 30??days, however, do not depend on rearing density within the range of 300??1500??ind.??m???2. A linear decrease in Cw is observed in density gradient for older ages. The density at which Cw becomes equal to zero is 3553??ind.??m???2 for 65??days old fingerlings, and 1307??ind.??m???2 for the 120??days old ones. The revealed differences (with respect to growth rates and planting densities in different age groups) may presumably be caused by the influence of the specific mechanisms of an intra-populational regulation, tenable with the conditions of high densities of fingerlings.
",non-battery
"In a battery pack, cell-to-cell chemical variation, or the variation in operating conditions, can possibly lead to current imbalance which can accelerate pack ageing. In this paper, the Pseudo-Two-Dimensional(P2D) porous electrode model is extended to a battery pack layout, to predict the overall behaviour and the cell-to-cell variation under constant voltage charging and discharging. The algorithm used in this model offers the flexibility in extending the layout to any number of cells in a pack, which can be of different capacities, chemical characteristics and physical dimensions. The coupled electro-thermal effects such as differential cell ageing, temperature variation, porosity change and their effects on the performance of the pack, can be predicted using this modelling algorithm. The pack charging voltage is found to have an impact on the performance as well as the SEI layer growth. Numerical studies are conducted by keeping the cells at different thermal conditions and the results show the necessity to increase the heat transfer coefficient to cool the pack, compared to single cell. The results show that the thermal imbalance has more impact than the change in inter-connecting resistance on the split current distribution, which accelerates the irreversible porous filling and ageing.",battery
"Hurricanes can pose a greater threat for small islands if larger and more frequent storms are the future reality due to climate change. Apart from property damage, hurricanes can damage natural coastal communities and wash solid waste into coastal waters and wetlands. Our goal was to develop a rapid, synoptic survey method to evaluate what happens to the coasts of small islands after hurricanes. This study reports on the development of a hurricane rapid ecological assessment method (H-REA) that was carried out on small islands in collaboration with local communities. The H-REA focused on property damage, vegetation damage, flooding, coastal erosion, and solid waste accumulation in the coastal environment. The H-REA method was developed to evaluate the hurricane damage from Hurricane Matthew in 2016 and then applied to assess Hurricane Irma??s damage to both the built and natural environments in 2017. The H-REA proved to be an important tool for the rapid assessment of 2017 hurricane impacts on the southern Bahamian islands; results are shown for Great Exuma. The H-REA results highlighted the variability of damage across the islands as well as the value of coastal set-backs and protected coastal wetlands in reducing both property damage and the amount of solid waste, including plastics, entering the coastal oceans. A spatial database was established to visualize the patterns of building damage, flooding, and vegetation loss; the spatial database allows for the assessment of damage from successive hurricanes.
",non-battery
"This study analyzes the effect of increased thermal conductivity in energy storage, using paraffin wax with 8% w/w of aluminum foils, obtained from waste materials. Three configurations previously not published of the aluminum foil were tested: stripes, horizontal perforated disks and vertical perforated foils. The aluminum foils doubled the thermal conductivity, achieving values of 0.63 W/mK, without significant statistical influence of the metallic configuration inside this material. Solidification time depended on the configuration of the aluminum foils, where differences of up to 38% were detected between horizontal perforated disks and stripes. The equations for the solidification process were numerically solved in Matlab using the finite volume method, finding good agreement for the simulated output air temperature when compared with experimental values (relative error <10 %). Later, a thermal energy accumulator was designed and assessed, which consisted of 12 cans with paraffin wax, using the horizontal perforated disks configuration. The energy stored by the phase change material was removed with air velocities between 0.5 ??? 1.5 m/s, reaching efficiencies close to 90% for the maximum air velocity.",battery
"This paper proposes a new control and power management strategy for a grid-connected microgrid, which includes a hybrid renewable energy sources (HRES) system and a three-phase load. The HRES system consists of a photovoltaic (PV), a battery storage system (BSS), a super-capacitor (SC) and a solid oxide fuel cell (SOFC). The dynamic model of each of these units is described. The PV is the main energy source, while the SC and the BSS due to their various power densities are considered to provide a steady and transient load demand, respectively. For increasing the reliability of the system, SOFC source is selected to keep the BSS completely charged. All these units with different DC-DC converters are connected in parallel to a common DC bus. Then, a three-phase voltage source inverter (VSI) is employed to convert the DC voltage to AC. To maintain the power balance and appropriate load-sharing, an adaptive fractional fuzzy sliding mode control (AFFSMC) strategy for VSI-based HRES system is presented. The controller is able to track the pre-defined instruction precisely and quickly in the microgrid. For stable performance of the control strategy under load variation, a fractional order-based sliding surface is considered. Moreover, fractional adaptive rules-based fuzzy sets are employed to accurately estimate the uncertain parameters in the microgrid. The simulation results demonstrate the effectiveness and capability of an AFFSMC strategy under various faults and different loading conditions. Moreover, the proposed control strategy is compared with the conventional PI controller.",non-battery
"Substantial correlational evidence suggests that prefrontal regions are critical to honest and dishonest behavior, but causal evidence specifying the nature of this involvement remains absent. We found that lesions of the human dorsolateral prefrontal cortex (DLPFC) decreased the effect of honesty concerns on behavior in economic games that pit honesty motives against self-interest, but did not affect decisions when honesty concerns were absent. These results point to a causal role for DLPFC in honest behavior.
",non-battery
"Variability and intermittency are some of the main features that characterize renewable energy sources. Intermittency usually includes both predictable and unpredictable variations. The many drawbacks of intermittency of renewable sources can be overcome by considering some special design considerations. Integrating more than one renewable energy source and including backup sources and storage systems are among the few measures to overcome these drawbacks. These additional design considerations usually increase the overall cost of the renewable system. Furthermore, the presence of more than one energy supply/storage system requires the control of energy flow among the various sources. Therefore, optimizing the size of the components and adopting an energy management strategy (EMS) are essential to decreasing the cost of the system and limiting its negative effects. The energy management strategy is commonly integrated with optimization to ensure the continuity of load supply and to decrease the cost of energy production. Therefore, energy management is a term that collects all the systematic procedures to control and minimize the quantity and the cost of energy used to provide a certain application with its requirements. The energy management strategy usually depends on the type of energy system and its components. Various approaches and techniques have been used to develop a successful energy management strategy. In this paper, a comprehensive review of the approaches proposed and used by authors of many papers is conducted. These approaches include both the standalone hybrid renewable energy systems and the grid-connected hybrid renewable systems. More attention is focused on popularly used techniques to address the features of each system. The selected papers in this review cover the various configurations of the hybrid renewable energy systems for electric power generation only.",battery
"The metabolic dependencies of androgen receptor (AR)-driven growth in prostate adenocarcinoma are largely unknown but could represent a therapeutic target when hormonal manipulations fail. Here the authors demonstrate that the mitochondrial pyruvate carrier (MPC) is transcriptionally regulated by AR and that MPC inhibition suppresses tumour growth in hormone-responsive and castrate-resistant conditions.
",non-battery
"The effect of crowding on the identification of words was examined in normal readers and subjects with developmental dyslexia. In Experiment 1, a matching task was used. Words were presented either alone or embedded in other words. Vocal reaction times (RT) of dyslexics were slower and more sensitive to the presence of the surrounding stimuli than those of control subjects. Similar results were obtained in a control experiment using the same task for strings of symbols (isolated or crowded) instead of words. These data indicate that differences in crowding in control and dyslexic subjects arise at a pre-linguistic level. In Experiment 2, vocal RTs to word reading were measured. Two conditions putatively reducing the effect of crowding were tested: increasing inter-letter spacing and blurring. A moderate increase of inter-letter spacing produced faster vocal RTs in dyslexics, while no effect was present in normal controls. Moderate blurring of stimuli did not change dyslexics' RTs, while normal readers became slower. Group and individual results are discussed to evaluate the extent to which crowding contributes to the genesis of developmental dyslexia.",non-battery
"Developmental dyslexia is the most common learning disability in school-aged children with an estimated incidence of five to ten percent. The cause and pathophysiological substrate of this developmental disorder is unclear. Recently, a possible involvement of the cerebellum in the pathogenesis of dyslexia has been postulated. In this study, 15 dyslexic children and 7 age-matched control subjects were investigated by means of functional neuroimaging (fMRI) using a noun-verb association paradigm. Comparison of activation patterns between dyslexic and control subjects revealed distinct and significant differences in cerebral and cerebellar activation. Control subjects showed bilaterally well-defined and focal activation patterns in the frontal and parietal lobes and the posterior regions of the cerebellar hemispheres. The dyslexic children, however, presented widespread and diffuse activations on the cerebral and cerebellar level. Cerebral activations were found in frontal, parietal, temporal and occipital regions. Activations in the cerebellum were found predominantly in the cerebellar cortex, including Crus I, Crus II, hemispheric lobule VI, VII and vermal lobules I, II, III, IV and VII. This preliminary study is the first to reveal a significant difference in cerebellar functioning between dyslexic children and controls during a semantic association task. As a result, we propose a new hypothesis regarding the pathophysiological mechanisms of developmental dyslexia. Given the sites of activation in the cerebellum in the dyslexic group, a defect of the intra-cerebellar distribution of activity is suspected, suggesting a disorder of the processing or transfer of information within the cerebellar cortex.",non-battery
"An easy to fabricate and versatile cell that can be used with a variety of electrochemical techniques, also meeting the stringent requirement for undertaking cyclic voltammetry under transient conditions in in situ electrocrystallization studies and total external reflection X-ray analysis, has been developed. Application is demonstrated through an in situ synchrotron radiation-grazing incidence X-ray diffraction (SR-GIXRD) characterization of electrocrystallized cadmium (II)-tetracyanoquinodimethane material, Cd(TCNQ)2, from acetonitrile (0.1moldm???3 [NBu4][PF6]). Importantly, this versatile cell design makes SR-GIXRD suitable for almost any combination of total external reflection X-ray analysis (e.g., GIXRF and GIXRD) and electrochemical perturbation, also allowing its application in acidic, basic, aqueous, non-aqueous, low and high flow pressure conditions. Nevertheless, the cell design separates the functions of transient voltammetry and SR-GIXRD measurements, viz., voltammetry is performed at high flow rates with a substantially distended window to minimize the IR (Ohmic) drop of the electrolyte, while SR-GIXRD is undertaken using stop-flow conditions with a very thin layer of electrolyte to minimize X-ray absorption and scattering by the solution.",battery
"As the lightest and most electropositive material, lithium metal is regarded as the ultimate anode material for next-generation high-energy batteries. However, uncontrolled dendritic lithium growth as well as low Coulombic efficiency hinders its widespread application in secondary batteries. Interfacial modification of anodes with protective layers has been proved to be an effective way to inhibit the growth of ramified lithium. Here we report on a freestanding, highly flexible nanostructured carbon film, which is ready to be transferred onto electrodes with great ease. We show that such mechanically robust carbon films can effectively suppress the growth of Li dendrites upon cycling at practical current densities (0.25??1.0mAcm???2) with significantly improved Coulombic efficiency up to ~99.5% for over hundreds of cycles and thousands of operation hours. Notably, this semi-tubular carbon film demonstrated instant, reliable protection to electrodes in not only reactive electrolytes but also ambient environment with high humidity, offering a practically feasible route toward the dendrite-free lithium metal batteries.",battery
"Disordered surface of anode materials accompanied by oxygen vacancies, has been developed as an efficient strategy to promote their charge-transfer kinetics and then improve their electrochemical properties. It is rarely explored for cathode materials before. Here, LiTi2-x Mn x (PO4-y )3 nanoparticles with a disordered surface and oxygen vacancies, are synthesized by a hydrothermal method following with an annealing in Ar/H2. Their disordered surface and heteroatom doping by reduced Mn/Ti species, have been supported by HRTEM images, XPS and EDS spectra. After 120 cycles at 0.2 C, these nanoparticles still deliver a capacity of 127 mAh g???1, much higher than the product without any doping, and that without a disordered surface. Even after 500 cycles, the capacity is still at 101 mAh g???1 for 5 C or at 71 mAh g???1 for 20 C. These results could be attributed to the reduced charge-transfer resistance caused by disordered surface, and the enhanced lithium-diffusion induced by doping.",battery
"H2V3O8 nanobelts have been successfully synthesised from commercial V2O5 powder through a fast and environmental friendly microwave-hydrothermal method. X-ray diffraction, field-emission scanning electron microscopy, thermogravimetric analysis, infrared spectroscopy, high-resolution transmission electron microscopy and ICP spectroscopy were used to characterise the morphology and structure??microstructure details. Nanobelts about 100 nm wide and several micrometres long are easily prepared in no more than 2 h. The electrochemical study reveals the reversible insertion of ca. 4 Li per formula unit (400 mAh g???1), through several pseudo-plateaus in the 3.75??1.5 V vs Li+/Li voltage range showing the interest of this material produced by a ??green?? route as an electrode for lithium rechargeable batteries. After the first cycle a significant capacity loss is observed, though a high capacity, ca. 300 mAh g???1, remains upon cycling. Furthermore, the similarity of discharge and charge curves, pointing to the absence of hydrogen displacement during lithium insertion in H2V3O8, shows that not all protonated systems must be discarded as prospective electrode materials. On the other hand, further reduction down to 1 V is possible to insert up to 5 Li per formula unit (480 mAh g???1). Interestingly it corresponds to full reduction of vanadium to V3+ as it is also confirmed by EELS experiments. However, the full reduction to V3+ is associated with a fast decay of the extra capacity developed at low voltage with increasing current rate. Then for practical use we may consider only the capacity obtained down to 1.5 V.",battery
Understanding the activity and stability of oxygen-evolving anodes is crucial for developing better water splitting electrolysers. Researchers now show the importance of interactions between iron and hydr(oxy)oxide hosts in dynamically-stable electrocatalysts that balance dissolution and deposition of iron present in the electrolyte.,battery
"We report the characterization of a redox polyelectrolyte based on ferrocenated imidazolium and imidazole repeating units to evaluate the impact of the charged structure on the electron transfer rates. N-vinyl-N??-(methylferrocene)imidazolium chloride monomer was polymerized in the presence of various amounts of vinylimidazole to obtain the electroactive heteropolymer, as the homopolymerization was unsuccessful due to electrostatic repulsion between the imidazolium monomers. NMR was used to determine the ratio of electroactive to neutral monomers in the polymer. The electrochemistry of a thin film of the polymer casted on the surface of glassy carbon electrode was studied in 1 M NaClO4 aqueous electrolyte. Cyclic voltammetry at low scan rates (i.e. ?? < 0.1 V s???1) showed a response close to the expected behavior for a surface-confined process without any significant interactions between the ferrocene redox centers, in contrast with poly(vinylferrocene). At high scan rates (?? > 1 V s???1); the behavior was diffusion-controlled. The diffusion coefficient of the ferrocene centers in the imidazolium polymer is 1.7 ?? 10???9 cm2 s???1 which is one order of magnitude higher than poly(vinylferrocene), and the standard rate constant, determined by the Nicholson's approach, was k0 = 3.8 ?? 10???4 cm s???1. These high values are explained by favorable interactions of the electrolyte with the charged imidazolium, providing a fast ion diffusion and pairing with ferrocenium. The potential use of this redox polymer in electrochemical systems is demonstrated via the formation of a composite with electrochemically exfoliated graphite to increase polymer loading.",battery
"Background Previous studies indicate that transcranial direct current stimulation (tDCS) with anode over motor cortex (M1) and cathode over contralateral supraorbital region (SO) may be effective in reducing pain, but these studies are limited in number and have not focused on older adults with osteoarthritis (OA). Objective To evaluate the preliminary efficacy and safety of M1-SO applied tDCS on clinical pain severity and mobility performance in adults with knee OA pain. Methods Forty 50- to 70-year-old community-dwelling participants with knee OA were randomly assigned to receive five daily sessions of 2 mA tDCS for 20 min (n = 20) or sham tDCS (n = 20). We measured clinical pain severity via Numeric Rating Scale, Western Ontario and McMaster Universities Osteoarthritis Index, and Short-Form McGill Pain Questionnaire. In addition, we measured mobility performance using the 6-Minute Walk Test and the Short Physical Performance Battery. Moreover, we obtained a sensation/safety questionnaire and measured cognition changes using the PROMIS-Applied Cognition-Abilities-Short Form 8a. Results Active tDCS over M1-SO significantly reduced Numeric Rating Scale of pain compared to sham tDCS after completion of the five daily sessions, and remained up to three weeks. No other measures were significantly different from sham. Participants tolerated tDCS over M1-SO well without serious adverse effects or cognition changes. Conclusion Although not consistent in all pain measurements, our findings demonstrate promising clinical efficacy for reduction in pain perception for older adults with knee OA. Trial registration ClinicalTrials.gov Identifier NCT02512393.",non-battery
" Porous graphitic carbon materials (PGCs) with a microtubular structure were synthesized by a simple method simultaneously completing graphitization and activation for the mixture of willow catkins, KCl, and different ferric salts. The introduction of KCl was crucial to develop a porous structure. KCl, replacing corrosive KOH or poisonous ZnCl2, greatly decreased the cost for production of PGCs. The resulting material PGCN, which was produced by willow catkins, KCl, and Fe(NO3)3, not only inherited the natural microtubular morphology of willow catkins but also possessed a high graphitization degree and abundant porosity. As such, PGCN could serve as an ideal substrate for MnO2 deposition to alleviate its accumulation and improve its conductivity. The obtained PGCN/MnO2 composite electrode significantly enhanced high specific capacitance 571.1??F g?????1 at 2??A g?????1 based on the mass of MnO2. Even at a high current density of 50??A g?????1, specific capacitance still reached 382.1??F g?????1. Furthermore, the electrode exhibited outstanding cycling stability with only 14.8% degradation after 3000 cycles. This study proposes a novel graphitization??activation way for synthesis of porous graphitic carbon by utilizing biomass waste to alleviate the dependence on non-renewable sources.",battery
"Background/purpose Vagus nerve stimulation (VNS) has been demonstrated to be safe and effective for adults and children with drug-resistant epilepsy and is able to improve most types of epilepsy. The aim of this study, in a paediatric population, was to assess the overall efficacy of vagus nerve stimulation on seizures, to assess tolerability and quality of life. Methods This single-centre, retrospective study reviewed the files of 29 children in whom a vagus nerve stimulator was implanted between 1995 and 2012. The response rate (greater than 50% reduction of the seizure frequency), antiepileptic efficacy according to the type of epilepsy or age at implantation or age at onset of epilepsy, the time-course of seizures, adverse effects, overall quality of life and number of hospitalisations were studied. Results In our population, vagus nerve stimulation achieved a significant reduction in the seizure frequency throughout follow-up (p = 0.015). Response rates were 59% at 3 months, and 66% at 6 months, and the response rate then remained stable at about 70%. Stimulation tended to be more effective in patients with non-idiopathic partial epilepsy than in patients with non-idiopathic and idiopathic generalised epilepsy (0.01 < p < 0.11). No other predictive factors of efficacy were identified. Patients, parents, caregivers reported improvement in overall quality of life in 38% of patients during clinical interviews. A significant reduction in the number of hospitalisations due to a reduction of seizure frequency was observed after implantation (p = 0.03). VNS was stopped because of complications or insufficient efficacy in 9 cases. Conclusion Vagus nerve stimulation is a safe and effective treatment option in children with drug-resistant epilepsy who are not candidates for surgery.",non-battery
"This paper reviews the current status of soft robots in biomedical field. Soft robots are made of materials that have comparable modulus of elasticity to that of biological systems. Several advantages of soft robots over rigid robots are safe human interaction, ease of adaptation with wearable electronics and simpler gripping. We review design factors of soft robots including modeling, controls, actuation, fabrication and application, as well as their limitations and future work. For modeling, we survey kinematic, multibody and numerical finite element methods. Finite element methods are better suited for the analysis of soft robots, since they can accurately model nonlinearities in geometry and materials. However, their real-time integration with controls is challenging. We categorize the controls of soft robots as model-based and model-free. Model-free controllers do not rely on an explicit analytical or numerical model of the soft robot to perform actuation. Actuation is the ability to exert a force using actuators such as shape memory alloys, fluid gels, elastomers and piezoelectrics. Nonlinear geometry and materials of soft robots restrict using conventional rigid body controls. The fabrication techniques used for soft robots differ significantly from that of rigid robots. We survey a wide range of techniques used for fabrication of soft robots from simple molding to more advanced additive manufacturing methods such as 3D printing. We discuss the applications and limitations of biomedical soft robots covering aspects such as functionality, ease of use and cost. The paper concludes with the future discoveries in the emerging field of soft robots.
",non-battery
 Numerous breast cancer patients experience cognitive changes during and after chemotherapy. Chemotherapy-related cognitive impairment can significantly affect quality of life. This pilot study attempted to determine the effects of a compensatory cognitive training on the objective and subjective cognitive functioning of breast cancer patients receiving adjuvant chemotherapy.,non-battery
"The cathode material, LiNi0.8Co0.2O2 was synthesized by acid dissolution method using lithium carbonate, nickel hydroxide (carbonate), cobalt hydroxide (carbonate) as insoluble starting materials, and acrylic acid, which acts as an organic acid as well as a chelating agent. Structural and chemical characterization of the spray-dried xerogel precursor was performed through its compositional and thermogravimetric analysis (TGA), which shows that the xerogel can be expressed as Li[MA]3, where M is the transition metal atom. The electrochemical performance of the synthesized powder was tested manufacturing the coin-type cells with lithium metal as an anode material. With the voltage range of 3.0??4.2V, the capacity retentions after 50 cycles were 98.6 and 94.5%, respectively, for the powders calcined at 800??C for 15 and 20h. At the rate capability test, discharge capacity ratio between 3.0 and 0.5C rate is about 91??84% till 60 cycles.",battery
"This paper presents a detailed analysis of the levelized cost of storage (LCOS) for different electricity storage technologies. Costs were analyzed for a long-term storage system (100MW power and 70GWh capacity) and a short-term storage system (100MW power and 400MWh capacity). Detailed data sets for the latest costs of four technology groups are provided in this paper. The LCOS method allows a cost comparison of technologies in different system designs and various operation modes. The results for the long-term storage show that Pumped-Storage Hydroelectricity has the lowest LCOS among the mature technologies today. Power to Gas technologies, once established on the market, may also provide long-term electricity storage at even lower LCOS. Pumped-Storage Hydroelectricity is also the cheapest technology for short-term storage systems. Battery systems at the moment still have high costs but are expected to have a sharp price decrease in the near future. Power to Gas and adiabatic Compressed Air Energy Storage systems may become cost competitive as short-term storage systems as well. The detailed analysis of the cost components shows that the cost composition is very inhomogeneous among the technologies. Plant design optimized to the application is therefore crucial for cost minimization. Sensitivity analysis shows that for most technologies the amount of energy discharged as well as the cost of electricity purchase are the most influential factors for the LCOS.",battery
"Currently it is very difficult for connection oriented applications to use a mobile environment. One reason is that Mobile IP requires intermediate software agents to be deployed in the Internet. This infrastructure based mobility scheme offers connectivity to itinerant hosts but incurs significant handoff and tunneling delays along with deployment costs. These delays are particularly harmful for connection oriented applications. In this paper we investigate an alternate mobility scheme which does not require any such infrastructure but only uses an end-point technique and interestingly provides much faster loss-free handoff for connection oriented applications. This End-to-End scheme named Interactive Protocol for Mobile Networks (IPMN) intelligently performs handoff based on information provided by MAC Layer. The network address change is handled by renewing the existing connections by manipulating the TCP/IP stack at the end-points. Also, unlike several other recently proposed end-to-end techniques which require extensive modification of end-protocols, the proposed scheme does not require any functional change in the TCP/IP protocol software. Besides the difference in deployment scenarios, the IPMN offers blazingly fast event based handoff and much faster and simplified transport (no tunneling delay) than MIP. We have implemented IPMN over FreeBSD. In this paper we show the performance advantage of IPMN over MIP with real deployment for three interesting real-time traffic types ?? www, voice streaming and, steerable/interactive time critical video.",non-battery
"Single walled carbon nanotubes (SWCNT) find their way in various industrial applications. Due to the expected increased production of various carbon nanotubes and nanoparticle containing products, exposure to engineered nanoparticles will also increase dramatically in parallel. In this study the effects of SWCNT raw material and purified SWCNT (SWCNT bundles) on cell behaviour of mesothelioma cells (MSTO-211H) and on epithelial cells (A549) had been investigated. The effect on cell behaviour (cell proliferation, cell activity, cytoskeleton organization, apoptosis and cell adhesion) were dependent on cell type, SWCNT quality (purified or not) and SWCNT concentration.
",non-battery
"Ionic liquid electrolytes containing a certain amount of bis(fluorosulfonyl)imide (FSI) anion can provide reversible capacity for a graphitized negative electrode without any additives such as a solvent. Cyclic voltammetry for a graphitized negative electrode in ionic liquid electrolytes containing FSI with other anions suggests that the reversibility of Li intercalation correlates with the relative quantity (or concentration) of FSI in the electrolytes, and that the correlative tendency depends on the other kind of anion. On the basis of the present results, we discuss the effect of FSI in the ionic systems on a graphitized electrode interface.",battery
"Corrosive (caustic) material ingestion remains a major health issue, particularly in developing countries. The management strategy after corrosive ingestion should be planned according to the signs and symptoms. The management of corrosive ingestion based on endoscopic grading, nothing by mouth, and barium studies should be abandoned. With the new management protocol, esophageal stricture can be predicted with high accuracy using the simple new prognostic DROOL score (?????4) rather than endoscopic grading, reduced by immediate oral feeding as soon as the patient can swallow saliva instead of nothing by mouth, diagnosed earlier (10??14??days) by fluoro-endoscopic balloon-assisted esophageal examination for patients with persistent dysphagia instead of relying on a barium study (?????21??days), and adequately treated by initiating balloon dilation earlier during the same anesthesia procedure. Fluoroscopically guided balloon dilatation with large balloons (18??20??mm) seems to be safe, with a low frequency of complications and a high success rate. If dilatation fails after a few months, esophagectomy and replacement surgery using the stomach should be considered. The increased risk of developing esophageal carcinoma after ingestion of corrosive substances should be kept in mind.
",non-battery
"An analytical model is developed for the discharge voltage of Li??air batteries with mixed organic/aqueous electrolyte and used to analyze the effects of the oxygen dissolution, solubility, pressure, and diffusivity, reaction rates, and internal resistance on the power density of Li??air batteries. By carefully identifying the model parameters using experimental data it is shown that, for discharge currents above 25 mA cm???2 the power of these batteries is mainly limited by the large internal resistance of the membrane and membrane/electrolyte interfaces (which is currently larger than 100 ?? cm2), while for smaller discharge currents the power is limited by the low oxygen concentration at the reaction sites. The maximum power density can be increased by approximately 1.5 times if the internal resistance is decreased from 100 ?? cm2 to 25 ?? cm2. This relatively small increase in the power density is due to the low dissolution rate and solubility of the oxygen in the liquid electrolyte. Finally, when the battery is operated at maximum discharge power, the oxygen diffusion length in the aqueous electrolyte is under 1 ??m, which shows that one needs to use partly wet cathodes in order to achieve high power densities in these batteries.",battery
